,id,campaign_id,coupon_id,customer_id,campaign_type,start_date,end_date,campaign_type_X,campaign_type_Y,campaign_duration_days,age_range,marital_status,rented,family_size,no_of_children,income_bracket,age_range_18-25,age_range_26-35,age_range_36-45,age_range_46-55,age_range_56-70,age_range_70+,marital_status_Married,marital_status_Single,has_demographics,n_category_matches,n_brand_matches,coupon_relevance_ratio,n_transactions,total_spend,avg_spend,coupon_usage_rate,coupon_discount_ratio
100,257,18,1052,790,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,427,0,0.618840579710145,690,76118.86,110.3171884057971,0.002898550724637681,0.001193265374704771
101,258,20,843,832,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1176,1,0.6260638297872341,1880,353039.54,187.78698936170213,0.0,-0.0
102,263,23,952,466,Y,2013-10-08,2013-11-15,0,1,38,36-45,Married,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,34,0,0.030168589174800354,1127,131836.3,116.97985803016857,0.02129547471162378,0.005903381693812706
103,268,18,288,1443,X,2013-08-10,2013-10-04,1,0,55,56-70,Single,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,109,0,0.5396039603960396,202,17362.050000000003,85.95074257425745,0.0297029702970297,0.006975558761782161
104,271,18,487,358,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,284,0,0.7300771208226221,389,64159.39000000001,164.93416452442162,0.0,-0.0
105,272,20,403,1485,Y,2013-09-07,2013-11-16,0,1,70,46-55,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2058,1,0.7058621871786082,2917,356813.06,122.32192663695578,0.009598902982516283,0.0030737103625074706
106,274,19,934,808,Y,2013-08-26,2013-09-27,0,1,32,70+,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,336,21,0.1864229765013055,1915,213787.71,111.63849086161879,0.010443864229765013,0.002207610531026316
107,276,18,252,861,X,2013-08-10,2013-10-04,1,0,55,70+,Married,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,66,0,0.04969879518072289,1328,149462.72,112.54722891566266,0.0015060240963855422,0.0008341210436957121
108,278,18,236,1376,X,2013-08-10,2013-10-04,1,0,55,70+,Married,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,256,140,0.9658536585365853,410,70040.57,170.8306585365854,0.00975609756097561,0.0035091090777816334
109,280,23,39,894,Y,2013-10-08,2013-11-15,0,1,38,18-25,Single,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,786,35,0.8437821171634121,973,91156.0,93.68550873586845,0.04316546762589928,0.0183538110491904
110,281,22,583,994,X,2013-09-16,2013-10-18,1,0,32,46-55,Single,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,694,0,0.5972461273666093,1162,186064.21000000002,160.12410499139418,0.0034423407917383822,0.0011103156270622918
111,285,18,507,499,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,1.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,90,0,0.05870841487279843,1533,136695.65,89.16872146118722,0.005218525766470972,0.0016416030795420337
112,288,18,1024,1058,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,454,0,0.7406199021207178,613,66871.44,109.08880913539967,0.0,-0.0
113,289,25,1069,1538,Y,2013-10-21,2013-11-22,0,1,32,36-45,Married,0.0,5.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,591,5,0.745,800,101449.61,126.8120125,0.0075,0.0022083870011920205
114,294,18,180,1047,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,387,122,0.7953125,640,71143.44,111.161625,0.0015625,0.0005006786289783007
115,296,22,1079,153,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,950,0,0.6959706959706959,1365,80766.03,59.16925274725275,0.063003663003663,0.03118885501738788
116,297,18,553,206,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,390,0,0.6914893617021277,564,57491.22,101.93478723404256,0.0017730496453900709,0.0006195728669525538
117,300,18,777,1211,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,426,0,0.8129770992366412,524,62903.229999999996,120.0443320610687,0.0,-0.0
118,302,20,390,1518,Y,2013-09-07,2013-11-16,0,1,70,36-45,Married,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,175,4,0.08044943820224719,2225,283213.49,127.28696179775281,0.038651685393258424,0.008232835236767853
119,303,17,1069,963,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1125,5,0.7347204161248374,1538,150862.0,98.08972691807543,0.0013003901170351106,0.00035416473333244947
120,310,23,39,1494,Y,2013-10-08,2013-11-15,0,1,38,46-55,Married,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,886,55,0.7368833202819107,1277,130313.76999999999,102.04680501174627,0.0031323414252153485,0.0005739992020797188
121,311,17,673,82,Y,2013-07-29,2013-08-30,0,1,32,70+,Single,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,606,0,0.8015873015873016,756,56089.049999999996,74.19186507936507,0.01984126984126984,0.006540848882268465
122,312,18,238,935,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,604,145,0.9002403846153846,832,101068.34,121.47637019230768,0.001201923076923077,0.0008810869951955281
123,314,18,789,1253,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,379,2,0.7823408624229979,487,68633.65,140.93151950718683,0.002053388090349076,0.00018168930255057106
124,315,17,1069,557,Y,2013-07-29,2013-08-30,0,1,32,26-35,Married,0.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1157,4,0.7797179314976495,1489,129980.37000000001,87.29373404969779,0.000671591672263264,0.0002740413802484175
125,319,18,640,1178,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,861,0,0.7198996655518395,1196,120928.35,101.11066053511706,0.002508361204013378,0.0010603799687997064
126,323,18,202,781,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1141,734,0.9715025906735751,1930,307775.91000000003,159.46938341968914,0.017616580310880828,0.022066769293282246
127,324,18,796,1309,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1177,1,0.6766226306720275,1741,201816.8,115.9200459506031,0.013210798391728892,0.004297709605939644
128,327,22,432,123,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,621,7,0.8061617458279846,779,86336.72,110.83019255455713,0.01668806161745828,0.004455809764373721
129,333,22,583,103,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1192,0,0.6870317002881844,1735,268786.20999999996,154.92000576368875,0.0,-0.0
130,334,23,244,1391,Y,2013-10-08,2013-11-15,0,1,38,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,158,0,0.11703703703703704,1350,111407.22,82.52386666666666,0.0,-0.0
131,338,16,269,1383,Y,2013-07-15,2013-08-16,0,1,32,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,247,0,0.12356178089044523,1999,239314.66,119.71718859429716,0.0010005002501250625,0.00037954214756421526
132,339,22,744,139,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,236,2,0.5891089108910891,404,49842.84,123.37336633663365,0.022277227722772276,0.0070036137587665545
133,340,21,1029,78,Y,2013-09-16,2013-10-18,0,1,32,36-45,Married,0.0,4.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1857,0,0.7012839879154078,2648,355838.01999999996,134.379916918429,0.01850453172205438,0.003993980182331276
134,341,19,689,35,Y,2013-08-26,2013-09-27,0,1,32,18-25,Married,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,50,0,0.20920502092050208,239,28304.969999999994,118.43083682008366,0.016736401673640166,0.006921399316091838
135,344,18,477,931,X,2013-08-10,2013-10-04,1,0,55,18-25,Married,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,588,0,0.7945945945945946,740,61769.79,83.4726891891892,0.07567567567567568,0.01669408298134088
136,348,20,404,1033,Y,2013-09-07,2013-11-16,0,1,70,36-45,Single,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1946,0,0.6910511363636364,2816,365523.6,129.80241477272727,0.005326704545454545,0.0019090149035520551
137,349,16,28,1574,Y,2013-07-15,2013-08-16,0,1,32,36-45,Married,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,240,2,0.09958847736625515,2430,243618.72999999998,100.25462139917694,0.17695473251028807,0.04900197944550487
138,350,18,483,1278,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,156,8,0.5222929936305732,314,53039.08,168.91426751592357,0.012738853503184714,0.00395557389004485
139,354,25,1016,1022,Y,2013-10-21,2013-11-22,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,622,0,0.5969289827255279,1042,167746.22999999998,160.98486564299424,0.023032629558541268,0.004902941782953931
140,358,18,526,358,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,284,6,0.7455012853470437,389,64159.39000000001,164.93416452442162,0.0,-0.0
141,364,17,781,486,Y,2013-07-29,2013-08-30,0,1,32,46-55,Single,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,456,1,0.7491803278688525,610,62715.68,102.81259016393443,0.001639344262295082,0.0014199000951596156
142,373,18,251,1137,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94,0,0.15959252971137522,589,65840.59,111.7836842105263,0.0050933786078098476,0.0031106950894577343
143,375,25,1109,464,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,3069,35,0.7508466376390904,4134,432020.30000000005,104.5041848089018,0.053217223028543786,0.017473229845912333
144,376,25,44,537,Y,2013-10-21,2013-11-22,0,1,32,18-25,Single,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,824,16,0.7228915662650602,1162,130906.95,112.6565834767642,0.004302925989672977,0.0013605083610915998
145,377,22,492,1427,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,975,7,0.7519142419601837,1306,198729.76,152.16673813169984,0.0030627871362940277,0.0005287582493935482
146,379,21,242,1007,Y,2013-09-16,2013-10-18,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,155,0.12114197530864197,1296,143388.5,110.63927469135803,0.0015432098765432098,0.0002732436701688071
147,381,18,699,1452,X,2013-08-10,2013-10-04,1,0,55,70+,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,50,5,0.1053639846743295,522,56064.85,107.40392720306514,0.034482758620689655,0.006702595298123512
148,382,18,553,1543,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,363,0,0.555895865237366,653,112629.04,172.47938744257274,0.015313935681470138,0.00417148188424584
149,388,19,1043,672,Y,2013-08-26,2013-09-27,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,0,0.07536231884057971,690,98933.93999999999,143.38252173913042,0.0,-0.0
150,390,17,781,735,Y,2013-07-29,2013-08-30,0,1,32,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1878,0,0.8005115089514067,2346,305622.05,130.27367860187553,0.0123614663256607,0.002989345827632528
151,394,18,182,1240,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,708,302,1.073326248671626,941,88073.62,93.59577045696068,0.007438894792773645,0.002826953178488633
152,396,16,666,1157,Y,2013-07-15,2013-08-16,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,300,6,0.153,2000,284941.16,142.47057999999998,0.0075,0.0016251074432349474
153,399,22,907,649,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,0.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,693,10,0.6974206349206349,1008,92740.35,92.00431547619048,0.00992063492063492,0.0029344292964173626
154,402,18,267,1079,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,18,0,0.02735562310030395,658,66452.3,100.99133738601824,0.0,-0.0
155,405,22,929,93,X,2013-09-16,2013-10-18,1,0,32,56-70,Married,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,741,7,0.749498997995992,998,125331.78,125.58294589178357,0.006012024048096192,0.0036946734499422253
156,408,18,255,511,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,52,1,0.1017274472168906,521,52504.369999999995,100.77614203454894,0.003838771593090211,0.001356839440221833
157,409,18,774,384,X,2013-08-10,2013-10-04,1,0,55,36-45,Single,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,462,1,0.7768456375838926,596,59205.59,99.33823825503354,0.026845637583892617,0.007971544578814263
158,414,18,215,986,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,227,147,1.0655270655270654,351,29049.559999999998,82.7622792022792,0.005698005698005698,0.0024523607242243946
159,415,18,239,495,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,1.0,2.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,803,362,0.7396825396825397,1575,183856.74,116.73443809523809,0.0006349206349206349,0.00010655035001708396
160,416,16,28,959,Y,2013-07-15,2013-08-16,0,1,32,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,404,3,0.23257142857142857,1750,217859.46,124.49112,0.04971428571428571,0.01296211787176926
161,422,18,1010,1031,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0,0.0037128712871287127,808,104345.51999999999,129.14049504950495,0.05816831683168317,0.02277548667158878
162,426,18,470,1443,X,2013-08-10,2013-10-04,1,0,55,56-70,Single,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,109,0,0.5396039603960396,202,17362.050000000003,85.95074257425745,0.0297029702970297,0.006975558761782161
163,427,18,200,101,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,336,135,1.0021276595744681,470,58814.05,125.13627659574469,0.0,-0.0
164,429,20,390,187,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,3,0.06680161943319839,494,46303.04,93.73085020242915,0.0020242914979757085,0.0003846399718031472
165,431,23,952,1534,Y,2013-10-08,2013-11-15,0,1,38,36-45,Married,0.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,6,0,0.0034944670937682005,1717,187362.68,109.12211997670354,0.023878858474082703,0.006373948109623539
166,432,22,957,871,X,2013-09-16,2013-10-18,1,0,32,36-45,Married,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1101,2,0.7601654031702274,1451,194313.12,133.91669193659544,0.022742935906271536,0.004839354131105506
167,433,25,44,459,Y,2013-10-21,2013-11-22,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,696,6,0.752411575562701,933,80083.68000000001,85.83459807073956,0.027867095391211148,0.009308887903253196
168,434,18,205,566,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2089,555,0.9962321024868124,2654,307490.77,115.8593707611153,0.08251695553880935,0.02028470643200119
169,436,23,266,823,Y,2013-10-08,2013-11-15,0,1,38,36-45,Married,1.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,189,0,0.13825896122896855,1367,140809.82,103.00645208485736,0.07973664959765911,0.021712051048712364
170,437,17,981,901,Y,2013-07-29,2013-08-30,0,1,32,26-35,Married,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1231,2,0.8303030303030303,1485,113306.97,76.3009898989899,0.07205387205387205,0.026148700296195367
171,439,18,252,1234,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0,0.06191369606003752,533,40307.770000000004,75.62433395872421,0.00375234521575985,0.002987017143344819
172,442,23,976,894,Y,2013-10-08,2013-11-15,0,1,38,18-25,Single,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,786,0,0.8078108941418294,973,91156.0,93.68550873586845,0.04316546762589928,0.0183538110491904
173,443,19,966,866,Y,2013-08-26,2013-09-27,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,340,0,0.1520572450805009,2236,276567.08,123.6883184257603,0.0031305903398926656,0.0008500288609909753
174,444,18,1008,835,X,2013-08-10,2013-10-04,1,0,55,70+,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,62,2,0.07207207207207207,888,120240.42,135.4058783783784,0.007882882882882882,0.002073512384604112
175,448,18,777,883,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,387,0,0.7385496183206107,524,80068.44,152.80236641221376,0.003816793893129771,0.0007117660841150395
176,451,18,227,378,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,9,544,0.313314447592068,1765,205834.89,116.6203342776204,0.027195467422096317,0.0069564979970110985
177,453,18,204,68,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1189,758,1.2070675759454432,1613,142380.49,88.27060756354618,0.009919404835709857,0.0039276448620172615
178,458,19,456,1002,Y,2013-08-26,2013-09-27,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,0.0893719806763285,414,45878.19,110.81688405797102,0.0024154589371980675,0.0019410094426131456
179,459,18,468,801,X,2013-08-10,2013-10-04,1,0,55,26-35,Single,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,741,18,0.7153628652214892,1061,143536.16999999998,135.28385485391138,0.005655042412818096,0.0025386632512209295
180,460,23,266,1317,Y,2013-10-08,2013-11-15,0,1,38,36-45,Married,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,306,1,0.1483808603189947,2069,249420.47000000003,120.55121797970035,0.01208313194780087,0.0035188370866272517
181,462,18,411,1489,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,404,0,0.7188612099644128,562,67797.49,120.63610320284698,0.017793594306049824,0.003908846772941003
182,464,22,869,742,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,521,1,0.7791044776119403,670,61688.92,92.07301492537313,0.004477611940298508,0.003464479520795631
183,466,25,596,691,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1002,56,0.7990936555891238,1324,156749.97000000003,118.39121601208461,0.0030211480362537764,0.0014315792213548744
184,467,18,633,234,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90,0,0.1048951048951049,858,129815.59,151.30022144522144,0.004662004662004662,0.0011111916527128984
185,471,20,834,1305,Y,2013-09-07,2013-11-16,0,1,70,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,179,1,0.16682113067655235,1079,118203.65,109.54925857275255,0.009267840593141797,0.006644634070098513
186,476,23,41,1182,Y,2013-10-08,2013-11-15,0,1,38,26-35,Married,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1556,16,0.7991865785460092,1967,250426.56999999998,127.3139654295882,0.029994916115912557,0.0060021586367612675
187,477,18,774,393,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,366,0,0.7721518987341772,474,39268.65,82.84525316455696,0.012658227848101266,0.01628219966818314
188,480,18,956,64,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,829,0,0.7570776255707763,1095,126067.06999999999,115.12974429223743,0.015525114155251141,0.009567050301081799
189,481,18,962,384,X,2013-08-10,2013-10-04,1,0,55,36-45,Single,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,42,0,0.07046979865771812,596,59205.59,99.33823825503354,0.026845637583892617,0.007971544578814263
190,482,18,463,894,X,2013-08-10,2013-10-04,1,0,55,18-25,Single,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,786,9,0.817060637204522,973,91156.0,93.68550873586845,0.04316546762589928,0.0183538110491904
191,489,17,174,680,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,579,238,0.9879081015719468,827,96945.32,117.2252962515115,0.0,-0.0
192,490,18,495,957,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1512,15,0.6900135562584727,2213,371124.64,167.7020515137822,0.0013556258472661546,0.00047989268510977863
193,493,17,1077,884,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,246,1,0.8125,304,31538.63,103.74549342105263,0.0,-0.0
194,498,20,286,153,Y,2013-09-07,2013-11-16,0,1,70,46-55,Married,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,131,0,0.09597069597069598,1365,80766.03,59.16925274725275,0.063003663003663,0.03118885501738788
195,500,23,715,651,Y,2013-10-08,2013-11-15,0,1,38,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,283,3,0.7044334975369458,406,57441.53999999999,141.48162561576353,0.0,-0.0
196,501,17,498,854,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,424,1,0.7535460992907801,564,53272.979999999996,94.45563829787233,0.0017730496453900709,0.00036772863091195576
197,509,18,175,304,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,87,0.22127659574468084,470,58550.060000000005,124.57459574468086,0.002127659574468085,0.0004561908220076973
198,510,18,856,407,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,256,0,0.12692117005453643,2017,184074.62,91.26158651462568,0.00495785820525533,0.00170088630360883
199,511,23,943,1337,Y,2013-10-08,2013-11-15,0,1,38,36-45,Married,0.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1984,0,0.7063011747953009,2809,307816.63,109.5822819508722,0.00533997864008544,0.0018224811310552
200,512,23,266,1494,Y,2013-10-08,2013-11-15,0,1,38,46-55,Married,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,207,0,0.1620986687548943,1277,130313.76999999999,102.04680501174627,0.0031323414252153485,0.0005739992020797188
201,513,19,455,800,Y,2013-08-26,2013-09-27,0,1,32,46-55,Married,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,157,1,0.16356107660455488,966,89354.9,92.49989648033126,0.003105590062111801,0.0007373966061178514
